#,Job Name,position oracle id,candidate name,email,id name,mobile number,candidate type,job id,candidate id,stage,stage start date,stage end date,interview date,joining date,added by
11,Talent manager,,Resel Doe,resdoe@mailinator.com,5345443454,+966534343434,civilian,91,132,OnBoarding,23 Sep 2020 12:04:31,,,23 Sep 2020,Recruiter Mod
1,GR Officer,,Kesh Doe,keshdd@mailinator.com,2423346773,+966534546454,civilian,64,131,Applied,23 Sep 2020 09:25:34,23 Sep 2020 09:25:49,,,Recruiter Mod
2,GR Officer,,Kesh Doe,keshdd@mailinator.com,2423346773,+966534546454,civilian,64,131,Shortlisted,23 Sep 2020 09:25:49,23 Sep 2020 09:25:54,,,Recruiter Mod
3,GR Officer,,Kesh Doe,keshdd@mailinator.com,2423346773,+966534546454,civilian,64,131,Shared,23 Sep 2020 09:25:54,23 Sep 2020 09:26:33,,,Recruiter Mod
4,GR Officer,,Kesh Doe,keshdd@mailinator.com,2423346773,+966534546454,civilian,64,131,Selected,23 Sep 2020 09:26:33,23 Sep 2020 09:27:18,,,Agency Manager
5,GR Officer,,Kesh Doe,keshdd@mailinator.com,2423346773,+966534546454,civilian,64,131,Interview,23 Sep 2020 09:27:18,,,,Recruiter Mod
1,Support,,Ram Khamis,ramkhamis@mailinator.com,6343434343,+966534333434,civilian,57,130,Applied,14 Sep 2020 13:06:28,,,,Recruiter Mod
1,Talent manager,,Ram Khamis,ramkhamis@mailinator.com,6343434343,+966534333434,civilian,91,130,Applied,14 Sep 2020 12:53:14,,,,Recruiter Mod
1,Talent manager,,Alan Doe,alandd@mailinator.com,3445645645,+966534654545,civilian,91,129,Applied,09 Sep 2020 14:54:07,,,,GDepartment Manager
1,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,Applied,07 Sep 2020 13:20:06,07 Sep 2020 13:20:25,,,Recruiter Mod
2,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,Shortlisted,07 Sep 2020 13:20:25,07 Sep 2020 13:20:29,,,Recruiter Mod
3,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,Shared,07 Sep 2020 13:20:29,07 Sep 2020 13:21:20,,,Recruiter Mod
4,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,Selected,07 Sep 2020 13:21:20,07 Sep 2020 13:22:11,,,GDepartment Manager
5,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,Interview,07 Sep 2020 13:22:11,07 Sep 2020 13:36:46,,,Recruiter Mod
6,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,PassInterview,07 Sep 2020 13:36:46,07 Sep 2020 13:38:26,,,GDepartment Manager
7,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,SecurityClearance,07 Sep 2020 13:38:26,17 Jan 2021 09:38:00,,,Recruiter Mod
8,No Assessment,,Samual Doe,samd@mailinator.com,5343443434,+966453434343,contractual,88,128,JobOffer,17 Jan 2021 09:38:00,,,,Recruiter Mod
1,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,Applied,07 Sep 2020 10:44:51,07 Sep 2020 10:46:52,30 Sep 2020,02 Feb 2022,Recruiter Mod
2,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,Shortlisted,07 Sep 2020 10:46:52,07 Sep 2020 10:47:02,30 Sep 2020,02 Feb 2022,Recruiter Mod
3,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,Shared,07 Sep 2020 10:47:02,23 Sep 2020 08:59:35,30 Sep 2020,02 Feb 2022,Recruiter Mod
4,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,Selected,23 Sep 2020 08:59:35,15 Feb 2021 07:24:15,30 Sep 2020,02 Feb 2022,Agency Manager
5,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,Interview,15 Feb 2021 07:24:15,15 Feb 2021 09:08:50,30 Sep 2020,02 Feb 2022,Recruiter Mod
6,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,PassInterview,15 Feb 2021 09:08:50,02 Feb 2022 17:54:55,30 Sep 2020,02 Feb 2022,Agency Manager
7,Talent manager,,Internal Civilina,civilian@gmail.com,1635363737,+966543626456,civilian,91,127,JobOffer,02 Feb 2022 17:54:55,,30 Sep 2020,02 Feb 2022,Mohamed Yakout
1,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Applied,07 Sep 2020 10:44:00,07 Sep 2020 10:46:52,,17 Sep 2020,Recruiter Mod
2,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Shortlisted,07 Sep 2020 10:46:52,07 Sep 2020 10:47:02,,17 Sep 2020,Recruiter Mod
3,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Shared,07 Sep 2020 10:47:02,07 Sep 2020 10:48:36,,17 Sep 2020,Recruiter Mod
4,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Selected,07 Sep 2020 10:48:36,07 Sep 2020 10:50:20,,17 Sep 2020,Agency Manager
5,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Interview,07 Sep 2020 10:50:20,07 Sep 2020 10:52:02,,17 Sep 2020,Recruiter Mod
6,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,PassInterview,07 Sep 2020 10:52:02,07 Sep 2020 11:26:24,,17 Sep 2020,Agency Manager
7,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,SecurityClearance,07 Sep 2020 11:26:24,07 Sep 2020 11:26:27,,17 Sep 2020,Recruiter Mod
8,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Assessment,07 Sep 2020 11:26:27,08 Sep 2020 12:35:13,,17 Sep 2020,assessment coordinator
9,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,JobOffer,08 Sep 2020 12:35:13,09 Sep 2020 07:08:12,,17 Sep 2020,Recruiter Mod
10,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,OnBoarding,09 Sep 2020 07:08:12,14 Dec 2020 11:28:20,,17 Sep 2020,Recruitment Manager
11,Talent manager,,External Contractual,external@gmail.com,1535436373,+966546373747,contractual,91,126,Completed,14 Dec 2020 11:28:20,,,17 Sep 2020,Recruitment Manager
1,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,Applied,06 Sep 2020 09:21:52,06 Sep 2020 09:31:03,,30 Sep 2020,Recruiter Mod
2,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,Shortlisted,06 Sep 2020 09:31:03,06 Sep 2020 09:31:06,,30 Sep 2020,Recruiter Mod
3,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,Shared,06 Sep 2020 09:31:06,06 Sep 2020 09:31:53,,30 Sep 2020,Recruiter Mod
4,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,Selected,06 Sep 2020 09:31:53,06 Sep 2020 09:34:05,,30 Sep 2020,GDepartment Manager
5,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,Interview,06 Sep 2020 09:34:05,06 Sep 2020 10:19:27,,30 Sep 2020,Recruiter Mod
6,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,PassInterview,06 Sep 2020 10:19:27,06 Sep 2020 10:21:58,,30 Sep 2020,GDepartment Manager
7,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,SecurityClearance,06 Sep 2020 10:21:58,06 Sep 2020 10:22:01,,30 Sep 2020,Recruiter Mod
8,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,Assessment,06 Sep 2020 10:22:01,06 Sep 2020 11:14:37,,30 Sep 2020,Recruiter Mod
9,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,JobOffer,06 Sep 2020 11:14:37,06 Sep 2020 11:14:38,,30 Sep 2020,Recruiter Mod
10,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,JobOffer,06 Sep 2020 11:14:38,06 Sep 2020 11:14:50,,30 Sep 2020,Recruiter Mod
11,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,JobOffer,06 Sep 2020 11:14:50,06 Sep 2020 11:49:50,,30 Sep 2020,Recruiter Mod
12,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,JobOffer,06 Sep 2020 11:49:50,06 Sep 2020 14:28:32,,30 Sep 2020,Recruiter Mod
13,Muzummil,,Check ABC,check_abc@mailinator.com,4343434443,+966353434343,civilian,90,124,OnBoarding,06 Sep 2020 14:28:32,,,30 Sep 2020,Recruiter Mod
1,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,Applied,06 Sep 2020 08:26:55,06 Sep 2020 08:27:02,,16 Sep 2020,Recruiter Mod
2,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,Shortlisted,06 Sep 2020 08:27:02,06 Sep 2020 08:27:05,,16 Sep 2020,Recruiter Mod
3,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,Shared,06 Sep 2020 08:27:05,06 Sep 2020 08:45:04,,16 Sep 2020,Recruiter Mod
4,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,Selected,06 Sep 2020 08:45:04,06 Sep 2020 08:45:44,,16 Sep 2020,GDepartment Manager
5,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,Interview,06 Sep 2020 08:45:44,06 Sep 2020 08:46:27,,16 Sep 2020,Recruiter Mod
6,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,PassInterview,06 Sep 2020 08:46:27,06 Sep 2020 08:47:07,,16 Sep 2020,GDepartment Manager
7,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,SecurityClearance,06 Sep 2020 08:47:07,06 Sep 2020 08:47:10,,16 Sep 2020,Recruiter Mod
8,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,Assessment,06 Sep 2020 08:47:10,06 Sep 2020 08:51:28,,16 Sep 2020,Recruiter Mod
9,Muzummil,,Check Interview,check_interview@mailinator.com,5343434345,+966534343434,contractual,90,123,JobOffer,06 Sep 2020 08:51:28,,,16 Sep 2020,Recruiter Mod
1,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Applied,06 Sep 2020 08:00:30,06 Sep 2020 08:00:35,,,Recruiter Mod
2,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Shortlisted,06 Sep 2020 08:00:35,06 Sep 2020 08:00:40,,,Recruiter Mod
3,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Shared,06 Sep 2020 08:00:40,06 Sep 2020 08:01:21,,,Recruiter Mod
4,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Selected,06 Sep 2020 08:01:21,06 Sep 2020 08:02:01,,,Agency Manager
5,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Interview,06 Sep 2020 08:02:01,06 Sep 2020 08:02:45,,,Recruiter Mod
6,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,PassInterview,06 Sep 2020 08:02:45,06 Sep 2020 08:05:15,,,Agency Manager
7,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,SecurityClearance,06 Sep 2020 08:05:15,06 Sep 2020 08:05:18,,,Recruiter Mod
8,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Assessment,06 Sep 2020 08:05:18,08 Mar 2021 18:34:07,,,Recruiter Mod
9,Muzummil,,Samer Swaidan,swaidan@gmail.com,1534255352,+966554525353,civilian,90,122,Unsuccessful,08 Mar 2021 18:34:07,,,,محمد 192 محمد 192
1,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,Applied,06 Sep 2020 06:37:51,06 Sep 2020 06:38:06,,17 Feb 2022,Recruiter Mod
2,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,Shortlisted,06 Sep 2020 06:38:06,06 Sep 2020 06:38:09,,17 Feb 2022,Recruiter Mod
3,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,Shared,06 Sep 2020 06:38:09,06 Sep 2020 06:43:19,,17 Feb 2022,Recruiter Mod
4,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,Selected,06 Sep 2020 06:43:19,06 Sep 2020 06:44:29,,17 Feb 2022,GDepartment Manager
5,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,Interview,06 Sep 2020 06:44:29,06 Sep 2020 06:46:33,,17 Feb 2022,Recruiter Mod
6,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,PassInterview,06 Sep 2020 06:46:33,06 Sep 2020 07:37:07,,17 Feb 2022,GDepartment Manager
7,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,SecurityClearance,06 Sep 2020 07:37:07,06 Sep 2020 07:37:07,,17 Feb 2022,Recruiter Mod
8,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,Assessment,06 Sep 2020 07:37:07,06 Sep 2020 08:42:50,,17 Feb 2022,assessment coordinator
9,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,JobOffer,06 Sep 2020 08:42:50,03 Feb 2022 07:52:44,,17 Feb 2022,Mohamed Yakout
10,التقييم ,,External Candidate,ext_cand@mailinator.com,4434343434,+966534343434,contractual,89,121,OnBoarding,03 Feb 2022 07:52:44,,,17 Feb 2022,Mohamed Yakout
1,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,Applied,05 Sep 2020 13:31:43,05 Sep 2020 13:32:06,,16 Sep 2020,Recruiter Mod
2,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,Shortlisted,05 Sep 2020 13:32:06,05 Sep 2020 13:32:09,,16 Sep 2020,Recruiter Mod
3,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,Shared,05 Sep 2020 13:32:09,05 Sep 2020 13:33:25,,16 Sep 2020,Recruiter Mod
4,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,Selected,05 Sep 2020 13:33:25,05 Sep 2020 13:34:24,,16 Sep 2020,GDepartment Manager
5,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,Interview,05 Sep 2020 13:34:24,05 Sep 2020 13:35:55,,16 Sep 2020,Recruiter Mod
6,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,PassInterview,05 Sep 2020 13:35:55,05 Sep 2020 13:37:01,,16 Sep 2020,GDepartment Manager
7,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,SecurityClearance,05 Sep 2020 13:37:01,05 Sep 2020 13:37:04,,16 Sep 2020,Recruiter Mod
8,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,Assessment,05 Sep 2020 13:37:04,05 Sep 2020 14:24:34,,16 Sep 2020,assessment coordinator
9,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,JobOffer,05 Sep 2020 14:24:34,05 Sep 2020 14:32:04,,16 Sep 2020,Recruiter Mod
10,التقييم ,,jasmine doe,jasd@mailinator.com,3434343435,+966534345343,contractual,89,120,OnBoarding,05 Sep 2020 14:32:04,,,16 Sep 2020,Mohamed Yakout
1,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Applied,03 Sep 2020 00:22:22,03 Sep 2020 00:22:33,,,tareq recruiter
2,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Shortlisted,03 Sep 2020 00:22:33,03 Sep 2020 00:22:41,,,tareq recruiter
3,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Shortlisted,03 Sep 2020 00:22:41,03 Sep 2020 00:22:47,,,tareq recruiter
4,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Shared,03 Sep 2020 00:22:47,03 Sep 2020 00:24:00,,,tareq recruiter
5,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Selected,03 Sep 2020 00:24:00,03 Sep 2020 00:25:34,,,GDepartment Manager
6,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Interview,03 Sep 2020 00:25:34,03 Sep 2020 00:27:50,,,tareq recruiter
7,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,PassInterview,03 Sep 2020 00:27:50,03 Sep 2020 00:29:46,,,GDepartment Manager
8,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,SecurityClearance,03 Sep 2020 00:29:46,03 Sep 2020 00:29:49,,,tareq recruiter
9,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,Assessment,03 Sep 2020 00:29:49,03 Sep 2020 00:52:52,,,assessment coordinator
10,التقييم ,,ext last,ext@mail.com,9780789090,+966888678678,contractual,89,119,JobOffer,03 Sep 2020 00:52:52,,,,tareq recruiter
1,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Applied,03 Sep 2020 00:21:23,03 Sep 2020 00:22:33,,,tareq recruiter
2,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Shortlisted,03 Sep 2020 00:22:33,03 Sep 2020 00:22:41,,,tareq recruiter
3,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Shortlisted,03 Sep 2020 00:22:41,03 Sep 2020 00:22:47,,,tareq recruiter
4,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Shared,03 Sep 2020 00:22:47,03 Sep 2020 00:23:46,,,tareq recruiter
5,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Selected,03 Sep 2020 00:23:46,03 Sep 2020 00:25:21,,,GDepartment Manager
6,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Interview,03 Sep 2020 00:25:21,03 Sep 2020 00:27:49,,,tareq recruiter
7,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,PassInterview,03 Sep 2020 00:27:49,03 Sep 2020 00:29:07,,,GDepartment Manager
8,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,SecurityClearance,03 Sep 2020 00:29:07,03 Sep 2020 00:29:10,,,tareq recruiter
9,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,Assessment,03 Sep 2020 00:29:10,03 Sep 2020 00:52:46,,,assessment coordinator
10,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,JobOffer,03 Sep 2020 00:52:46,04 Sep 2020 11:05:24,,,tareq recruiter
11,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,JobOffer,04 Sep 2020 11:05:24,05 Sep 2020 00:08:47,,,Recruiter Mod
12,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,JobOffer,05 Sep 2020 00:08:47,05 Sep 2020 00:08:54,,,Recruiter Mod
13,التقييم ,,milit last,milit@mail.com,5437467675,+966654645645,military,89,118,OnBoarding,05 Sep 2020 00:08:54,,,,Recruiter Mod
1,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Applied,03 Sep 2020 00:20:57,03 Sep 2020 00:22:33,,,tareq recruiter
2,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Shortlisted,03 Sep 2020 00:22:33,03 Sep 2020 00:22:41,,,tareq recruiter
3,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Shortlisted,03 Sep 2020 00:22:41,03 Sep 2020 00:22:47,,,tareq recruiter
4,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Shared,03 Sep 2020 00:22:47,03 Sep 2020 00:23:30,,,tareq recruiter
5,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Selected,03 Sep 2020 00:23:30,03 Sep 2020 00:25:04,,,GDepartment Manager
6,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Interview,03 Sep 2020 00:25:04,03 Sep 2020 00:27:43,,,tareq recruiter
7,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,PassInterview,03 Sep 2020 00:27:43,03 Sep 2020 00:29:27,,,GDepartment Manager
8,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,SecurityClearance,03 Sep 2020 00:29:27,03 Sep 2020 00:29:30,,,tareq recruiter
9,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,Assessment,03 Sep 2020 00:29:30,07 Sep 2020 08:00:09,,,assessment coordinator
10,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,JobOffer,07 Sep 2020 08:00:09,07 Sep 2020 08:01:00,,,Recruiter Mod
11,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,JobOffer,07 Sep 2020 08:01:00,07 Sep 2020 08:01:01,,,Recruiter Mod
12,التقييم ,,Civil last,cibil@mail.com,5575685856,+9666564576,military,89,117,OnBoarding,07 Sep 2020 08:01:01,,,,Recruiter Mod
1,No Assessment,,External Candidate,external@mail.com,7567567567,+966543457568,contractual,88,116,Applied,02 Sep 2020 22:57:07,02 Sep 2020 22:57:18,,,tareq recruiter
2,No Assessment,,External Candidate,external@mail.com,7567567567,+966543457568,contractual,88,116,Shortlisted,02 Sep 2020 22:57:18,02 Sep 2020 22:57:26,,,tareq recruiter
3,No Assessment,,External Candidate,external@mail.com,7567567567,+966543457568,contractual,88,116,Shared,02 Sep 2020 22:57:26,,,,tareq recruiter
1,No Assessment,,Military Candidate,military@mail.com,7569756705,+966656747565,military,88,115,Applied,02 Sep 2020 22:56:38,02 Sep 2020 22:57:18,,,tareq recruiter
2,No Assessment,,Military Candidate,military@mail.com,7569756705,+966656747565,military,88,115,Shortlisted,02 Sep 2020 22:57:18,02 Sep 2020 22:57:26,,,tareq recruiter
3,No Assessment,,Military Candidate,military@mail.com,7569756705,+966656747565,military,88,115,Shared,02 Sep 2020 22:57:26,,,,tareq recruiter
1,No Assessment,,Civilian Candidate,civilian@mail.com,4534645756,+966656654645,civilian,88,114,Applied,02 Sep 2020 22:55:40,02 Sep 2020 22:57:18,,,tareq recruiter
2,No Assessment,,Civilian Candidate,civilian@mail.com,4534645756,+966656654645,civilian,88,114,Shortlisted,02 Sep 2020 22:57:18,02 Sep 2020 22:57:26,,,tareq recruiter
3,No Assessment,,Civilian Candidate,civilian@mail.com,4534645756,+966656654645,civilian,88,114,Shared,02 Sep 2020 22:57:26,02 Sep 2020 23:00:21,,,tareq recruiter
4,No Assessment,,Civilian Candidate,civilian@mail.com,4534645756,+966656654645,civilian,88,114,Selected,02 Sep 2020 23:00:21,,,,GDepartment Manager
1,QA Engineer,,Candidate Reject,reject@mailinator.com,3333333333,+966434234234,military,87,113,Applied,31 Aug 2020 23:46:40,31 Aug 2020 23:47:31,,,tareq recruiter
2,QA Engineer,,Candidate Reject,reject@mailinator.com,3333333333,+966434234234,military,87,113,Shortlisted,31 Aug 2020 23:47:31,31 Aug 2020 23:47:47,,,tareq recruiter
3,QA Engineer,,Candidate Reject,reject@mailinator.com,3333333333,+966434234234,military,87,113,Shared,31 Aug 2020 23:47:47,31 Aug 2020 23:49:54,,,tareq recruiter
4,QA Engineer,,Candidate Reject,reject@mailinator.com,3333333333,+966434234234,military,87,113,Unsuccessful,31 Aug 2020 23:49:54,,,,GDepartment Manager
1,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,Applied,31 Aug 2020 23:46:05,31 Aug 2020 23:47:31,,,tareq recruiter
2,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,Shortlisted,31 Aug 2020 23:47:31,31 Aug 2020 23:47:47,,,tareq recruiter
3,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,Shared,31 Aug 2020 23:47:47,01 Sep 2020 23:59:54,,,tareq recruiter
4,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,Selected,01 Sep 2020 23:59:54,02 Sep 2020 00:01:50,,,GDepartment Manager
5,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,Interview,02 Sep 2020 00:01:50,02 Sep 2020 00:04:24,,,tareq recruiter
6,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,PassInterview,02 Sep 2020 00:04:24,02 Sep 2020 00:05:30,,,GDepartment Manager
7,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,SecurityClearance,02 Sep 2020 00:05:30,02 Sep 2020 00:05:33,,,tareq recruiter
8,QA Engineer,,Candidate Three,candidate3@mailinator.com,5453453333,+966545345345,contractual,87,112,Assessment,02 Sep 2020 00:05:33,,,,tareq recruiter
1,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,Applied,31 Aug 2020 23:43:53,31 Aug 2020 23:47:31,,,tareq recruiter
2,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,Shortlisted,31 Aug 2020 23:47:31,31 Aug 2020 23:47:47,,,tareq recruiter
3,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,Shared,31 Aug 2020 23:47:47,01 Sep 2020 23:37:04,,,tareq recruiter
4,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,Selected,01 Sep 2020 23:37:04,01 Sep 2020 23:38:28,,,GDepartment Manager
5,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,Interview,01 Sep 2020 23:38:28,01 Sep 2020 23:48:38,,,tareq recruiter
6,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,PassInterview,01 Sep 2020 23:48:38,01 Sep 2020 23:54:25,,,Agency Manager
7,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,SecurityClearance,01 Sep 2020 23:54:25,01 Sep 2020 23:54:28,,,tareq recruiter
8,QA Engineer,,Candidate Two,candidate2@mailinator.com,4342342342,+966595414281,military,87,111,Assessment,01 Sep 2020 23:54:28,,,,tareq recruiter
